precision,induction_acc,induction_loss,ioi_logit_diff,ioi_logit_diff_std,ioi_acc
FP32,0.9864285714285714,0.24697836861014366,3.184467269897461,1.4421184805980833,0.992
INT8,0.9866326530612245,0.2424793355166912,3.3152792644500733,1.4876012994477918,0.992
INT4,0.0033673469387755102,12.678255081176758,-0.3132435972690582,1.4128318968317723,0.442
